A,RR
a,RR
C,RR
c,RR
E,RR
e,RR
G,RR
g,RR
H,RR
h,RR
I,RR
i,RR
J,RR
j,RR
K,RR
k,RR
M,RR
m,RR
N,RR
n,RR
O,RR
o,RR
P,RR
p,RR
Q,RR
q,RR
S,RR
s,RR
T,RR
t,RR
V,RR
v,RR
W,RR
w,RR
X,RR
x,RR
Y,RR
y,RR
Z,RR
z,RR
0,RR
1,RR
2,RR
3,RR
4,RR
5,RR
6,RR
7,RR
8,RR
9,RR
!,RR
@,RR
#,RR
$,RR
%,RR
^,RR
&,RR
*,RR
(,RR
),RR
-,RR
_,RR
=,RR
+,RR
