227033,L' B2 R' D R2 B' D R D2 B' R' D2 R' B' L
530063,L F D R' D' F' D' L' U' L2 B L B' L2 D F' L'
1136123,D R' U2 R U2 R U R2 B U2 B' D2 L2 U' L2 D
2045213,F R U F2 R' L' U L F2 U R' U F U F' U' R'
2077921,U L' B' R' B R L U2 R2 U' R U R U
2380951,R2 U R2 U2 R' F2 U2 R2 F R2 U2 F2 R U2
562771,R D B R D B' L U' B' U' L' D2 R
1471861,R' L F2 D2 L2 B L2 D2 R' L' U R2 U2
865801,B D' F' B R' F' B U' F' B L' F'
1168831,B2 R2 D' B2 U F B' R' F2 U2 F B R' L' F' R L
1774891,R' D2 L U B U L' B D' R' B' D' R'
259741,L' U2 R2 U' R L D2 L2 B' L2 D2 F2 R
1808561,R' U2 R2 B2 U2 L F' D' F2 D F' U2 L' B2
2111591,L U' L' F2 B' L2 B' D B L2 F' R F' U2 B
293411,U R2 F B U' F U' L F L' B' R2 U' F2 R2
1202501,L' U2 F2 U B2 U2 B' D' F L F D B' L2 D L'
596441,U2 B2 R' U' F L' U R2 U2 F' U F L F2 U R' B2
899471,F U' B' R' B2 L F' D2 F2 D2 F2 D L' D B D' B2
1505531,F2 L B' R2 F R' F' U' R' U R' B L' F2
2414621,U2 R U R' U2 F2 B' R D' F D F2 R' F2 R B
1269841,U F B2 R' B2 U' B' U2 R' U' R2 F' B U'
1572871,U2 F L2 B' R B L2 F' U' B' U' R2 U R2 B
2178931,R U B U' L2 U F' B2 R2 F2 R D R B U R'
663781,F B' R' B U F2 B' D2 L2 F' L2 B D2 R2 U' F'
57721,U R U R' U R U2 L F R' L' B2 L2 D L2 B2 U
360751,F B' R F' U' B2 L' B R2 B2 L' F L' U' F2 L'
966811,F R2 U L' U L D' F2 D F' R2 U' F' R2 U2
1875901,F R B' R F' B2 U2 B' R2 U' R' L F R' L' U2
192401,U B' R' U' R2 U D' R' D B U R2 U2 R' U2
495431,L' B2 R' B R U2 R2 U' R2 U' R' U' R B L
1101491,F2 B' D' F D F2 R' B U F' R' F2 R U'
2010581,B' R' F R2 F' U' R2 B U' B' U' L F2 L' U' B
1404521,R' U2 R' B2 L2 D L B2 R' B' D R2 B' D L B2 R
1707551,U L' B2 R2 F B U F U' R' F' B L2 F2 L' U2
